"from","to"
"acrR","acrA"
"acrR","acrB"
"ada","aidB"
"ada","alkA"
"ada","alkB"
"adiY","adiA"
"adiY","gadA"
"adiY","gadB"
"adiY","gadC"
"adiY","gadX"
"adiY","gltB"
"adiY","gltD"
"adiY","gltF"
"agaR","agaA"
"agaR","agaB"
"agaR","agaC"
"agaR","agaD"
"agaR","agaI"
"agaR","agaS"
"agaR","agaV"
"agaR","agaW"
"agaR","kbaY"
"agaR","kbaZ"
"allR","allA"
"allR","allB"
"allR","allS"
"allR","gcl"
"allR","glxK"
"allR","glxR"
"allR","hyi"
"allR","ybbY"
"allS","allC"
"allS","allD"
"allS","allE"
"appY","appA"
"appY","appB"
"appY","appC"
"appY","hyaA"
"appY","hyaB"
"appY","hyaC"
"appY","hyaD"
"appY","hyaE"
"appY","hyaF"
"araC","araA"
"araC","araB"
"araC","araD"
"araC","araE"
"araC","araF"
"araC","araG"
"araC","araJ"
"araC","xylA"
"araC","xylB"
"arcA","aceA"
"arcA","aceB"
"arcA","aceE"
"arcA","aceF"
"arcA","aceK"
"arcA","acnA"
"arcA","acnB"
"arcA","aldA"
"arcA","appA"
"arcA","appB"
"arcA","appC"
"arcA","betA"
"arcA","betB"
"arcA","betI"
"arcA","betT"
"arcA","cadA"
"arcA","cadB"
"arcA","caiA"
"arcA","caiB"
"arcA","caiC"
"arcA","caiD"
"arcA","caiE"
"arcA","caiT"
"arcA","citC"
"arcA","citD"
"arcA","citE"
"arcA","citF"
"arcA","citG"
"arcA","citX"
"arcA","cydA"
"arcA","cydB"
"arcA","cydC"
"arcA","cydD"
"arcA","cyoA"
"arcA","cyoB"
"arcA","cyoC"
"arcA","cyoD"
"arcA","cyoE"
"arcA","dctA"
"arcA","dcuC"
"arcA","dpiA"
"arcA","dpiB"
"arcA","fadA"
"arcA","fadB"
"arcA","fadD"
"arcA","fadE"
"arcA","fadH"
"arcA","fadI"
"arcA","fadJ"
"arcA","fadL"
"arcA","focA"
"arcA","fumA"
"arcA","fumB"
"arcA","fumC"
"arcA","gadA"
"arcA","gadX"
"arcA","gatA"
"arcA","gatB"
"arcA","gatC"
"arcA","gatD"
"arcA","gatY"
"arcA","gatZ"
"arcA","glcA"
"arcA","glcB"
"arcA","glcD"
"arcA","glcF"
"arcA","glcG"
"arcA","glpA"
"arcA","glpB"
"arcA","glpC"
"arcA","glpD"
"arcA","gltA"
"arcA","grcA"
"arcA","hemA"
"arcA","hyaA"
"arcA","hyaB"
"arcA","hyaC"
"arcA","hyaD"
"arcA","hyaE"
"arcA","hyaF"
"arcA","hybA"
"arcA","hybB"
"arcA","hybC"
"arcA","hybD"
"arcA","hybE"
"arcA","hybF"
"arcA","hybG"
"arcA","hybO"
"arcA","icd"
"arcA","iraM"
"arcA","lldD"
"arcA","lldP"
"arcA","lldR"
"arcA","lpd"
"arcA","mdh"
"arcA","moeA"
"arcA","moeB"
"arcA","ndh"
"arcA","nuoA"
"arcA","nuoB"
"arcA","nuoC"
"arcA","nuoE"
"arcA","nuoF"
"arcA","nuoG"
"arcA","nuoH"
"arcA","nuoI"
"arcA","nuoJ"
"arcA","nuoK"
"arcA","nuoL"
"arcA","nuoM"
"arcA","nuoN"
"arcA","oppA"
"arcA","oppB"
"arcA","oppC"
"arcA","oppD"
"arcA","oppF"
"arcA","pflB"
"arcA","prfA"
"arcA","prmC"
"arcA","ptsG"
"arcA","puuA"
"arcA","puuD"
"arcA","puuR"
"arcA","rhaT"
"arcA","rplB"
"arcA","rplC"
"arcA","rplD"
"arcA","rplP"
"arcA","rplV"
"arcA","rplW"
"arcA","rpmC"
"arcA","rpoS"
"arcA","rpsC"
"arcA","rpsJ"
"arcA","rpsQ"
"arcA","rpsS"
"arcA","rutA"
"arcA","rutB"
"arcA","rutC"
"arcA","rutD"
"arcA","rutE"
"arcA","rutF"
"arcA","rutG"
"arcA","sdhA"
"arcA","sdhB"
"arcA","sdhC"
"arcA","sdhD"
"arcA","sodA"
"arcA","ssb"
"arcA","sucA"
"arcA","sucB"
"arcA","sucC"
"arcA","sucD"
"arcA","tpx"
"arcA","treB"
"arcA","treC"
"arcA","ubiA"
"arcA","ubiC"
"arcA","uvrA"
"arcA","xylR"
"arcA","ybdN"
"arcA","ydeA"
"argP","argO"
"argP","dapB"
"argP","dapD"
"argP","dnaA"
"argP","dnaN"
"argP","gdhA"
"argP","lysA"
"argP","lysC"
"argP","lysP"
"argP","nrdA"
"argP","nrdB"
"argP","recF"
"argP","yfaE"
"argR","argA"
"argR","argB"
"argR","argC"
"argR","argD"
"argR","argE"
"argR","argF"
"argR","argG"
"argR","argH"
"argR","argI"
"argR","artI"
"argR","artJ"
"argR","artM"
"argR","artP"
"argR","artQ"
"argR","astA"
"argR","astB"
"argR","astC"
"argR","astD"
"argR","astE"
"argR","carA"
"argR","carB"
"argR","gltB"
"argR","gltD"
"argR","gltF"
"argR","hisJ"
"argR","hisM"
"argR","hisP"
"argR","hisQ"
"argR","infB"
"argR","nusA"
"argR","pnp"
"argR","rbfA"
"argR","rimP"
"argR","rpsO"
"argR","truB"
"arsR","arsB"
"arsR","arsC"
"ascG","ascB"
"ascG","ascF"
"ascG","htpG"
"ascG","prpR"
"ascG","ybiT"
"asnC","asnA"
"asnC","mioC"
"asnC","mnmG"
"atoC","atoA"
"atoC","atoB"
"atoC","atoD"
"atoC","atoE"
"baeR","acrD"
"baeR","baeS"
"baeR","mdtA"
"baeR","mdtB"
"baeR","mdtC"
"baeR","mdtD"
"baeR","spy"
"basR","csgD"
"basR","csgE"
"basR","csgF"
"basR","csgG"
"basR","cspI"
"basR","dgkA"
"basR","fimB"
"basR","hha"
"basR","putA"
"basR","tomB"
"basR","yrbL"
"betI","betA"
"betI","betB"
"betI","betT"
"bglJ","bglB"
"bglJ","bglF"
"bglJ","bglG"
"bglJ","leuO"
"birA","bioA"
"birA","bioB"
"birA","bioC"
"birA","bioD"
"birA","bioF"
"bluR","ariR"
"bluR","ycgZ"
"bluR","ymgA"
"bluR","ymgC"
"bolA","ampC"
"bolA","dacC"
"cadC","cadA"
"cadC","cadB"
"caiF","caiA"
"caiF","caiB"
"caiF","caiC"
"caiF","caiD"
"caiF","caiE"
"caiF","caiT"
"caiF","fixA"
"caiF","fixB"
"caiF","fixC"
"caiF","fixX"
"cbl","ssuA"
"cbl","ssuB"
"cbl","ssuC"
"cbl","ssuD"
"cbl","ssuE"
"cbl","tauA"
"cbl","tauB"
"cbl","tauC"
"cbl","tauD"
"cdaR","garD"
"cdaR","garK"
"cdaR","garL"
"cdaR","garP"
"cdaR","garR"
"cdaR","gudD"
"cdaR","gudP"
"cdaR","gudX"
"cdaR","rnpB"
"chbR","chbA"
"chbR","chbB"
"chbR","chbC"
"chbR","chbF"
"chbR","chbG"
"cpxR","acrD"
"cpxR","aroG"
"cpxR","bacA"
"cpxR","baeR"
"cpxR","baeS"
"cpxR","bamE"
"cpxR","cheA"
"cpxR","cheW"
"cpxR","cpxA"
"cpxR","csgA"
"cpxR","csgB"
"cpxR","csgC"
"cpxR","csgD"
"cpxR","csgE"
"cpxR","csgF"
"cpxR","csgG"
"cpxR","degP"
"cpxR","dsbA"
"cpxR","dsbC"
"cpxR","fabZ"
"cpxR","ftnB"
"cpxR","hha"
"cpxR","lpxA"
"cpxR","lpxD"
"cpxR","mdtA"
"cpxR","mdtB"
"cpxR","mdtC"
"cpxR","mdtD"
"cpxR","motA"
"cpxR","motB"
"cpxR","mzrA"
"cpxR","ompC"
"cpxR","ompF"
"cpxR","ppiA"
"cpxR","ppiD"
"cpxR","psd"
"cpxR","rpoE"
"cpxR","rpoH"
"cpxR","rseA"
"cpxR","rseB"
"cpxR","rseC"
"cpxR","spy"
"cpxR","tomB"
"cpxR","tsr"
"cpxR","ung"
"cpxR","ybdG"
"cpxR","yccA"
"cpxR","yebE"
"cpxR","yidQ"
"cpxR","yqjA"
"cra","aceA"
"cra","aceB"
"cra","aceE"
"cra","aceF"
"cra","aceK"
"cra","acnA"
"cra","acnB"
"cra","adhE"
"cra","aroP"
"cra","betA"
"cra","betB"
"cra","betI"
"cra","betT"
"cra","crr"
"cra","csgD"
"cra","csgE"
"cra","csgF"
"cra","csgG"
"cra","cydA"
"cra","cydB"
"cra","cyoA"
"cra","cyoB"
"cra","cyoC"
"cra","cyoD"
"cra","cyoE"
"cra","cysG"
"cra","eda"
"cra","edd"
"cra","eno"
"cra","envC"
"cra","epd"
"cra","fbaA"
"cra","fbaB"
"cra","fruB"
"cra","fruK"
"cra","glcC"
"cra","glk"
"cra","gpmM"
"cra","hypF"
"cra","icd"
"cra","lpd"
"cra","manX"
"cra","manY"
"cra","manZ"
"cra","marA"
"cra","marB"
"cra","marR"
"cra","mpl"
"cra","mtlA"
"cra","mtlD"
"cra","mtlR"
"cra","nirB"
"cra","nirC"
"cra","nirD"
"cra","pck"
"cra","pdhR"
"cra","pfkA"
"cra","pgk"
"cra","poxB"
"cra","ppc"
"cra","ppsA"
"cra","prpB"
"cra","prpC"
"cra","prpD"
"cra","prpE"
"cra","ptsH"
"cra","ptsI"
"cra","pykF"
"cra","setA"
"cra","tpiA"
"cra","yeaD"
"cra","yibQ"
"cra","zwf"
"creB","alaT"
"creB","creD"
"creB","malE"
"creB","malF"
"creB","malG"
"crp","aaeA"
"crp","aaeB"
"crp","aaeR"
"crp","aaeX"
"crp","aceA"
"crp","aceB"
"crp","aceE"
"crp","aceF"
"crp","aceK"
"crp","acnA"
"crp","acnB"
"crp","acs"
"crp","actP"
"crp","aer"
"crp","agaA"
"crp","agaV"
"crp","agaW"
"crp","agp"
"crp","aldA"
"crp","aldB"
"crp","ampD"
"crp","ampE"
"crp","ansB"
"crp","araA"
"crp","araB"
"crp","araC"
"crp","araD"
"crp","araE"
"crp","araF"
"crp","araG"
"crp","araJ"
"crp","arfB"
"crp","argG"
"crp","aroA"
"crp","ascB"
"crp","ascF"
"crp","aspA"
"crp","bglB"
"crp","bglF"
"crp","bglG"
"crp","bhsA"
"crp","caiA"
"crp","caiB"
"crp","caiC"
"crp","caiD"
"crp","caiE"
"crp","caiF"
"crp","caiT"
"crp","cdd"
"crp","chbA"
"crp","chbB"
"crp","chbC"
"crp","chbF"
"crp","chbG"
"crp","chbR"
"crp","cirA"
"crp","citC"
"crp","citD"
"crp","citE"
"crp","citF"
"crp","citG"
"crp","citX"
"crp","cpdB"
"crp","crr"
"crp","csgD"
"crp","csgE"
"crp","csgF"
"crp","csgG"
"crp","csiE"
"crp","cspE"
"crp","cstA"
"crp","cyaA"
"crp","cyoA"
"crp","cyoB"
"crp","cyoC"
"crp","cyoD"
"crp","cyoE"
"crp","cysG"
"crp","cytR"
"crp","dadA"
"crp","dadX"
"crp","dctA"
"crp","dcuA"
"crp","dcuB"
"crp","dcuR"
"crp","deoA"
"crp","deoB"
"crp","deoC"
"crp","deoD"
"crp","dksA"
"crp","dpiA"
"crp","dpiB"
"crp","dsdA"
"crp","dsdX"
"crp","dusB"
"crp","ebgA"
"crp","ebgC"
"crp","entA"
"crp","entB"
"crp","entC"
"crp","entD"
"crp","entE"
"crp","entH"
"crp","envZ"
"crp","epd"
"crp","exuT"
"crp","fadD"
"crp","fadH"
"crp","fadL"
"crp","fbaA"
"crp","feaR"
"crp","fecA"
"crp","fecB"
"crp","fecC"
"crp","fecD"
"crp","fecE"
"crp","fepA"
"crp","fis"
"crp","fiu"
"crp","fixA"
"crp","fixB"
"crp","fixC"
"crp","fixX"
"crp","flhC"
"crp","flhD"
"crp","focA"
"crp","focB"
"crp","fucA"
"crp","fucI"
"crp","fucK"
"crp","fucO"
"crp","fucP"
"crp","fucR"
"crp","fucU"
"crp","fumA"
"crp","fumB"
"crp","fumC"
"crp","fur"
"crp","gabD"
"crp","gabP"
"crp","gabT"
"crp","gadA"
"crp","gadB"
"crp","gadC"
"crp","gadE"
"crp","gadX"
"crp","galE"
"crp","galK"
"crp","galM"
"crp","galP"
"crp","galS"
"crp","galT"
"crp","gatA"
"crp","gatB"
"crp","gatC"
"crp","gatD"
"crp","gatY"
"crp","gatZ"
"crp","gcd"
"crp","gcvH"
"crp","gcvP"
"crp","gcvT"
"crp","gdhA"
"crp","glcC"
"crp","glgA"
"crp","glgC"
"crp","glgP"
"crp","glgS"
"crp","glnA"
"crp","glnG"
"crp","glnL"
"crp","glpA"
"crp","glpB"
"crp","glpC"
"crp","glpD"
"crp","glpE"
"crp","glpF"
"crp","glpG"
"crp","glpK"
"crp","glpQ"
"crp","glpR"
"crp","glpT"
"crp","glpX"
"crp","gltA"
"crp","gltB"
"crp","gltD"
"crp","gltF"
"crp","gntK"
"crp","gntP"
"crp","gntT"
"crp","grcA"
"crp","grpE"
"crp","guaA"
"crp","guaB"
"crp","gutM"
"crp","gutQ"
"crp","gyrA"
"crp","hflC"
"crp","hflK"
"crp","hflX"
"crp","hfq"
"crp","hlyE"
"crp","hofB"
"crp","hofC"
"crp","hofM"
"crp","hofN"
"crp","hofO"
"crp","hofP"
"crp","hpt"
"crp","hupA"
"crp","hupB"
"crp","hyfA"
"crp","hyfB"
"crp","hyfC"
"crp","hyfD"
"crp","hyfE"
"crp","hyfF"
"crp","hyfG"
"crp","hyfH"
"crp","hyfI"
"crp","hyfJ"
"crp","hyfR"
"crp","idnD"
"crp","idnK"
"crp","idnO"
"crp","idnR"
"crp","idnT"
"crp","ilvB"
"crp","ilvN"
"crp","infB"
"crp","ivbL"
"crp","kbaZ"
"crp","lacA"
"crp","lacI"
"crp","lacZ"
"crp","lamB"
"crp","lpd"
"crp","lsrA"
"crp","lsrB"
"crp","lsrC"
"crp","lsrD"
"crp","lsrF"
"crp","lsrG"
"crp","lsrK"
"crp","lsrR"
"crp","lyxK"
"crp","malE"
"crp","malF"
"crp","malG"
"crp","malI"
"crp","malK"
"crp","malM"
"crp","malS"
"crp","malT"
"crp","malX"
"crp","malY"
"crp","manA"
"crp","manX"
"crp","manY"
"crp","manZ"
"crp","marA"
"crp","marB"
"crp","marR"
"crp","mazE"
"crp","mazF"
"crp","mdh"
"crp","mdtE"
"crp","mdtF"
"crp","melA"
"crp","melB"
"crp","melR"
"crp","metK"
"crp","mglA"
"crp","mglB"
"crp","mglC"
"crp","mhpA"
"crp","mhpB"
"crp","mhpC"
"crp","mhpD"
"crp","mhpE"
"crp","mhpF"
"crp","mhpR"
"crp","mlc"
"crp","modA"
"crp","modB"
"crp","modC"
"crp","mpl"
"crp","mtlA"
"crp","mtlD"
"crp","mtlR"
"crp","murP"
"crp","murQ"
"crp","nadC"
"crp","nagA"
"crp","nagB"
"crp","nagC"
"crp","nagE"
"crp","nanA"
"crp","nanC"
"crp","nanE"
"crp","nanK"
"crp","nanM"
"crp","nanT"
"crp","narQ"
"crp","nfuA"
"crp","nirB"
"crp","nirC"
"crp","nirD"
"crp","nlpE"
"crp","nmpC"
"crp","nrdA"
"crp","nrdB"
"crp","nupC"
"crp","nupG"
"crp","nusA"
"crp","ompA"
"crp","ompF"
"crp","ompR"
"crp","osmY"
"crp","oxyR"
"crp","paaA"
"crp","paaB"
"crp","paaC"
"crp","paaD"
"crp","paaE"
"crp","paaF"
"crp","paaG"
"crp","paaH"
"crp","paaI"
"crp","paaJ"
"crp","paaK"
"crp","paaZ"
"crp","pdhR"
"crp","pflB"
"crp","pgk"
"crp","pncB"
"crp","pnp"
"crp","ppdD"
"crp","ppiA"
"crp","preA"
"crp","preT"
"crp","proP"
"crp","prpB"
"crp","prpC"
"crp","prpD"
"crp","prpE"
"crp","prpR"
"crp","psiE"
"crp","ptsG"
"crp","ptsH"
"crp","ptsI"
"crp","putP"
"crp","rbfA"
"crp","rbsA"
"crp","rbsB"
"crp","rbsC"
"crp","rbsD"
"crp","rbsK"
"crp","rbsR"
"crp","relA"
"crp","rhaA"
"crp","rhaB"
"crp","rhaD"
"crp","rhaR"
"crp","rhaS"
"crp","rhaT"
"crp","rimP"
"crp","rof"
"crp","rpoH"
"crp","rpoS"
"crp","rpsO"
"crp","sbmC"
"crp","sdhA"
"crp","sdhB"
"crp","sdhC"
"crp","sdhD"
"crp","serA"
"crp","serC"
"crp","sfsA"
"crp","sgbE"
"crp","sgbH"
"crp","sgbU"
"crp","sodA"
"crp","sodB"
"crp","sohB"
"crp","speC"
"crp","spf"
"crp","srlA"
"crp","srlB"
"crp","srlD"
"crp","srlE"
"crp","srlR"
"crp","sucA"
"crp","sucB"
"crp","sucC"
"crp","sucD"
"crp","tam"
"crp","tdcA"
"crp","tdcB"
"crp","tdcC"
"crp","tdcD"
"crp","tdcE"
"crp","tdcF"
"crp","tnaA"
"crp","tnaB"
"crp","tnaC"
"crp","treB"
"crp","treC"
"crp","trg"
"crp","truB"
"crp","trxA"
"crp","tsx"
"crp","ubiG"
"crp","udp"
"crp","ugpA"
"crp","ugpB"
"crp","ugpC"
"crp","ugpE"
"crp","ugpQ"
"crp","uhpT"
"crp","uidA"
"crp","uidB"
"crp","uidC"
"crp","ulaA"
"crp","ulaB"
"crp","ulaC"
"crp","ulaD"
"crp","ulaE"
"crp","ulaF"
"crp","uxaA"
"crp","uxaB"
"crp","uxaC"
"crp","uxuA"
"crp","uxuB"
"crp","uxuR"
"crp","xseA"
"crp","xylA"
"crp","xylB"
"crp","xylF"
"crp","xylG"
"crp","xylH"
"crp","xylR"
"crp","yaeQ"
"crp","ybiT"
"crp","ychH"
"crp","yeiP"
"crp","yfaE"
"crp","yhfA"
"crp","yiaK"
"crp","yiaL"
"crp","yiaM"
"crp","yiaN"
"crp","yiaO"
"crp","yjcH"
"crp","zraR"
"crp","zraS"
"csgD","csgA"
"csgD","csgB"
"csgD","csgC"
"csgD","csgE"
"csgD","csgF"
"csgD","csgG"
"csgD","fliE"
"csgD","fliF"
"csgD","fliG"
"csgD","fliH"
"csgD","fliI"
"csgD","fliJ"
"csgD","fliK"
"csgD","iraP"
"csgD","nlpA"
"csgD","pepD"
"csgD","wrbA"
"csgD","yccJ"
"csgD","yhbS"
"cspA","gyrA"
"cspA","hns"
"cueR","copA"
"cueR","cueO"
"cueR","moaA"
"cueR","moaB"
"cueR","moaC"
"cueR","moaD"
"cueR","moaE"
"cusR","cusA"
"cusR","cusB"
"cusR","cusC"
"cusR","cusF"
"cusR","cusS"
"cynR","cynS"
"cynR","cynT"
"cynR","cynX"
"cysB","cbl"
"cysB","cysA"
"cysB","cysC"
"cysB","cysD"
"cysB","cysH"
"cysB","cysI"
"cysB","cysJ"
"cysB","cysK"
"cysB","cysM"
"cysB","cysN"
"cysB","cysP"
"cysB","cysU"
"cysB","cysW"
"cysB","hslJ"
"cysB","ssuA"
"cysB","ssuB"
"cysB","ssuC"
"cysB","ssuD"
"cysB","ssuE"
"cysB","tauA"
"cysB","tauB"
"cysB","tauC"
"cysB","tauD"
"cytR","cdd"
"cytR","deoA"
"cytR","deoB"
"cytR","deoC"
"cytR","deoD"
"cytR","nupC"
"cytR","nupG"
"cytR","ppiA"
"cytR","rpoH"
"cytR","tsx"
"cytR","udp"
"dcuR","dctA"
"dcuR","dcuB"
"dcuR","dpiA"
"dcuR","dpiB"
"dcuR","frdA"
"dcuR","frdB"
"dcuR","frdC"
"dcuR","frdD"
"dcuR","fumB"
"deoR","deoA"
"deoR","deoB"
"deoR","deoC"
"deoR","deoD"
"deoR","nupG"
"deoR","tsx"
"dhaR","dhaK"
"dhaR","dhaL"
"dhaR","dhaM"
"dicA","dicB"
"dicA","intQ"
"dicA","ydfD"
"dicA","ydfE"
"dinJ","cspE"
"dinJ","yafQ"
"dnaA","aldA"
"dnaA","dnaN"
"dnaA","guaA"
"dnaA","guaB"
"dnaA","nrdA"
"dnaA","nrdB"
"dnaA","polA"
"dnaA","recF"
"dnaA","rpoH"
"dnaA","yfaE"
"dpiA","appY"
"dpiA","citC"
"dpiA","citD"
"dpiA","citE"
"dpiA","citF"
"dpiA","citG"
"dpiA","citX"
"dpiA","dpiB"
"dpiA","exuT"
"dpiA","mdh"
"dsdX","dsdA"
"ebgR","ebgA"
"ebgR","ebgC"
"envR","acrA"
"envR","acrB"
"envY","ompC"
"envY","ompF"
"evgA","acrD"
"evgA","emrK"
"evgA","emrY"
"evgA","evgS"
"evgA","frc"
"evgA","gadE"
"evgA","mdtE"
"evgA","mdtF"
"evgA","safA"
"evgA","ydeO"
"evgA","ydeP"
"evgA","yegR"
"evgA","yegZ"
"evgA","yfdX"
"exuR","exuT"
"exuR","uxaA"
"exuR","uxaB"
"exuR","uxaC"
"exuR","uxuA"
"exuR","uxuB"
"exuR","uxuR"
"fabR","fabA"
"fabR","fabB"
"fadR","fabA"
"fadR","fabB"
"fadR","fadA"
"fadR","fadB"
"fadR","fadD"
"fadR","fadE"
"fadR","fadH"
"fadR","fadI"
"fadR","fadJ"
"fadR","fadL"
"fadR","fadM"
"fadR","iclR"
"fadR","uspA"
"feaR","feaB"
"fhlA","fdhF"
"fhlA","focB"
"fhlA","hycA"
"fhlA","hycB"
"fhlA","hycC"
"fhlA","hycD"
"fhlA","hycE"
"fhlA","hycF"
"fhlA","hycG"
"fhlA","hycH"
"fhlA","hycI"
"fhlA","hydN"
"fhlA","hyfA"
"fhlA","hyfB"
"fhlA","hyfC"
"fhlA","hyfD"
"fhlA","hyfE"
"fhlA","hyfF"
"fhlA","hyfG"
"fhlA","hyfH"
"fhlA","hyfI"
"fhlA","hyfJ"
"fhlA","hyfR"
"fhlA","hypA"
"fhlA","hypB"
"fhlA","hypC"
"fhlA","hypD"
"fhlA","hypE"
"fhlA","hypF"
"fis","acnB"
"fis","acs"
"fis","actP"
"fis","adhE"
"fis","alaT"
"fis","aldB"
"fis","ansB"
"fis","apaG"
"fis","apaH"
"fis","bglB"
"fis","bglF"
"fis","bglG"
"fis","carA"
"fis","carB"
"fis","cspI"
"fis","cysG"
"fis","deoA"
"fis","deoB"
"fis","deoC"
"fis","deoD"
"fis","dmsA"
"fis","dmsB"
"fis","dmsC"
"fis","dps"
"fis","dusB"
"fis","fadA"
"fis","fadB"
"fis","flxA"
"fis","fumB"
"fis","gadA"
"fis","gadB"
"fis","gadC"
"fis","gadX"
"fis","glcC"
"fis","glnA"
"fis","glnG"
"fis","glnL"
"fis","glnQ"
"fis","glpA"
"fis","glpB"
"fis","glpC"
